id,shape,d_size,color,clarity,cut,polish,sym,flour,m1,m2,m3,d_depth,d_table,d_ref,reportNo,detail,disc,rate,location,certNo,milky,eyeClean,browness,isbuy,los,isdisp,cert,types,disc1,oldRef,rap,update_time,sys_status,green,up_file_name,is_sh,certificate,daylight,order_by,is_size_normal,black,is_bgm,bt,bc,wt,wc,temp,order_tj,order_sx,rate_add,count_rate,insert_type,currentPage,pageSize,totalPage,totalRecord,shape_en,location_en,is_own_filter_stock,num_all,isown,app_check_code,sign,sessionkey,status,girdle,video,cgno,remark,disc2,rate1,pavilion_height,crown_height,arrows,pavilion_angle,crown_angle,girdle_percentage,kts,laser_inscription,heart,cert_type,col_tinge,reportComment,luster
4437544476,圆形,0.53,F,VVS2,EX,EX,EX,NON,5.17X5.19X3.25,,,,57.0,FL3432,6351554447,10394,-68.2,3476.6940000000004,印度,6351554447,无奶,-,无咖,1,www.wantgia.com,1,GIA,,0.0,FLV2VL,3900.0,"Jul 19, 2020 9:00:00 PM",0,N,107976_RapnetInventory.csv,0,,,1,1,N,1,-,-,-,-,5.19,0,0,0.0,3476.6940000000004,1,0,0,0,0,ROUND,INDIA,True,0,False,0,,,,,,,,35.9,1324.95,,,,,,,,,,,,,
4439293702,圆形,0.53,F,VVS2,EX,EX,EX,NON,5.18X5.20X3.23,,,,,JK(20)7.11/2,6342728254,10437,-68.68,3486.6156000000005,印度,6342728254,N,-,N,1,www.lkgia.com,1,GIA,,0.0,,3900.0,"Jul 19, 2020 9:00:00 PM",0,N,0718templateRap.csv,0,,,1,1,N,1,-,-,-,-,5.20,0,0,0.0,3486.6156000000005,1,0,0,0,0,ROUND,INDIA,True,0,False,0,,,,,,,,35.66,1329.91,,,,,,,,,,,,,
4445999328,圆形,0.53,F,VVS2,EX,EX,EX,NON,5.17X5.19X3.19,,,61.6,59.0,WP126935,3355344128,114002,-69.4,3501.4980000000005,深圳,3355344128,无奶,EC0,无咖,1,stock.eifcolor.com,1,GIA,,0.0,WPGLIHVZ,3900.0,"Jul 19, 2020 9:10:14 PM",5,,现货系统www.eifcolor.com在线同步,0,,,1,1,N,0,BT0,BC0,WT0,WC0,5.19,0,0,0.0,3501.4980000000005,1,0,0,0,0,ROUND,SZ,True,0,False,0,,,,4,,,NO BGM  WeChat：13728858667,35.3,1337.35,,,EX,41,35,,,,,,,,
4439490023,圆形,0.54,F,VVS2,EX,EX,EX,NON,5.18X5.21X3.26,,,62.8,57.0,E050F1760,3345863276,80171,-66.8,3512.808,深圳,3345863276,无奶,-,无咖,1,www.zuansoft.com,1,GIA,,0.0,EKZKFGUIK,3900.0,"Jul 18, 2020 10:59:48 AM",5,N,80171 0718.xlsx,0,,,0,1,N,1,-,-,-,-,5.21,0,0,0.0,3512.808,1,0,0,0,0,ROUND,SZ,True,0,False,0,,,,,,,,,,,,,,,,,,,,,,
4446029861,圆形,0.52,F,VVS2,EX,EX,EX,NON,5.17X5.13X3.19,,,61.90,60.00,10125102,7353083683,1057641,-73.4,3516.552,在途,7353083683,无奶,EC0,无咖,1,www.1314pg.com,1,GIA,,0.0,GKGLZGKL,3900.0,"Jul 19, 2020 9:23:34 PM",0,N,www.1314pg.com接口导入,0,,,0,1,N,1,-,-,-,-,5.17,0,0,0.0,3516.552,1,0,0,0,0,ROUND,TRANSIT,True,0,False,0,,,,,,,,,,,,,,,,,,,,,,
4446010876,圆形,0.52,F,VVS2,EX,EX,EX,NON,5.14X5.18X3.20,,,,,DK207044,1353482694,10845,-73.6,3520.6079999999997,深圳,1353482694,无奶,EC0,无咖,1,www.dklgia.com,1,GIA,2,0.0,DKLKUK22,3900.0,"Jul 19, 2020 8:59:59 PM",5,N,查钻-10.20.csv,0,,,1,1,N,1,-,-,-,-,5.18,0,0,0.0,3520.6079999999997,1,0,0,0,0,ROUND,SZ,True,0,False,0,,,,,,,,33.2,1354.7,,,,,,,,,,,,,
4444343409,圆形,0.52,F,VVS2,EX,EX,EX,NON,5.25X5.23X3.15,,,,,Y631677,5356449798,108049,-74.0,3528.7200000000003,香港,5356449798,无奶,-,无咖,1,CB_ALL,1,GIA,,0.0,YIVGIUU,3900.0,"Jul 19, 2020 1:11:16 PM",0,,CB_WWW接口导入,0,,,0,1,N,0,-,-,-,-,5.25,0,0,0.0,3528.7200000000003,1,0,0,0,0,ROUND,HK,True,0,False,0,,,1,,,,,,,,,,,,,,,,,,,
4444342942,圆形,0.52,F,VVS2,EX,EX,EX,NON,5.12X5.09X3.21,,,,,M02930,5356441094,114282,-74.0,3528.7200000000003,香港,5356441094,无奶,-,无咖,1,CB_ALL,1,GIA,,0.0,MKLHVK,3900.0,"Jul 19, 2020 1:11:09 PM",0,,CB_WWW接口导入,0,,,0,1,N,0,-,-,-,-,5.12,0,0,0.0,3528.7200000000003,1,0,0,0,0,ROUND,HK,True,0,False,0,,,1,,,,,,,,,,,,,,,,,,,
4446022167,圆形,0.53,F,VVS2,EX,EX,EX,NON,5.17X5.20X3.22,,,62.20,58.00,US10916481681,1345946467,921921,-70.8,3530.436,香港,1345946467,无奶,EC0,无咖,1,www.csdgia.com,1,GIA,,0,USGKHGI2DGIDG,3900.0,"Jul 19, 2020 9:23:12 PM",0,N,www.csdgia.com文档在线导入,0,,,0,1,N,1,B0,-,-,-,5.20,0,0,0.0,3530.436,1,0,0,0,0,ROUND,HK,True,0,False,0,,,1,,,,,,,,,,,,,,,,,,,
4446024717,圆形,0.53,F,VVS2,EX,EX,EX,NON,5.18X5.19X3.23,,,62.20,57.00,KE10916481702,7351260423,921921,-71.0,3534.57,香港,7351260423,无奶,EC0,无咖,1,www.csdgia.com,1,GIA,,0,KEGKHGI2DGUKL,3900.0,"Jul 19, 2020 9:23:20 PM",0,N,www.csdgia.com文档在线导入,0,,,0,1,N,1,B0,-,-,-,5.19,0,0,0.0,3534.57,1,0,0,0,0,ROUND,HK,True,0,False,0,,,1,,,,,,,,,,,,,,,,,,,
